Currently Being Observed,First Bloom Date,Site Name,Year,Latitude,Longitude,Month First Bloom
True,4/2/1953,"Osaka, Japan",1/1/1953,34.6198813,135.490357,April
False,3/30/1953,"Sumoto, Japan",1/1/1953,34.3389909,134.859985,March
True,3/20/1953,"Wakayama, Japan",1/1/1953,34.234617,135.1782181,March
False,,"Shionomisaki, Japan",1/1/1953,33.4377085,135.7549926,
True,,"Nara, Japan",1/1/1953,34.2963089,135.8816819,
True,3/26/1953,"Matsuyama, Japan",1/1/1953,33.8395188,132.7653521,March
True,4/1/1953,"Takamatsu, Japan",1/1/1953,34.3425592,134.0465338,April
False,,"Uwajima, Japan",1/1/1953,33.2232315,132.5606514,
True,,"Kochi, Japan",1/1/1953,33.5680384,133.5394221,
True,3/27/1953,"Tokushima, Japan",1/1/1953,34.0698307,134.5550353,March
True,3/29/1953,"Shimonoseki, Japan",1/1/1953,33.9577116,130.9415455,March
False,3/28/1953,"Izuhara, Japan",1/1/1953,34.2022882,129.288952,March
True,3/28/1953,"Fukuoka, Japan",1/1/1953,33.6251241,130.6180016,March
True,3/26/1953,"Saga, Japan",1/1/1953,33.2185408,130.1296585,March
True,3/26/1953,"Oita, Japan",1/1/1953,33.1819875,131.4270217,March
False,3/26/1953,"Fukue, Japan",1/1/1953,34.0471135,130.9156608,March
True,3/26/1953,"Nagasaki, Japan",1/1/1953,33.1154683,129.7874339,March
True,3/28/1953,"Kumamoto, Japan",1/1/1953,32.6450475,130.6341345,March
False,,"Nobeoka, Japan",1/1/1953,32.5823063,131.6649034,
True,3/29/1953,"Kagoshima, Japan",1/1/1953,31.5841689,130.543387,March
True,,"Miyazaki, Japan",1/1/1953,31.9076334,131.4204022,
False,,"Yakushima, Japan",1/1/1953,30.347925,130.524483244,
False,3/25/1953,"Tanegashima, Japan",1/1/1953,30.591848,130.995894840,March
True,1/29/1953,"Naze, Japan",1/1/1953,28.3934485,129.5337385,January
False,,"Yonaguni Island, Japan",1/1/1953,24.455595,122.987605976,
True,1/9/1953,"Ishigaki Island, Japan",1/1/1953,24.3618503,124.1543424,January
True,,"Miyakojima, Japan",1/1/1953,24.813957,125.305578983,
False,,"Kumejima, Japan",1/1/1953,26.341139,126.789052891,
True,,"Naha, Japan",1/1/1953,26.2122345,127.6791452,
False,,"Nago, Japan",1/1/1953,26.5914524,127.9773062,
False,,"Iriomote Island, Japan",1/1/1953,24.3464015,123.839163649,
True,,"Minamidaitojima, Japan",1/1/1953,25.8423115,131.242871292,
True,5/17/1954,"Wakkanai, Japan",1/1/1954,45.4158108,141.6730309,May
False,5/11/1954,"Rumoi, Japan",1/1/1954,43.941029,141.6368171,May
True,5/13/1954,"Asahikawa, Japan",1/1/1954,43.7627501,142.3579263,May
True,5/16/1954,"Abashiri, Japan",1/1/1954,44.0206027,144.2732035,May
True,5/4/1954,"Sapporo, Japan",1/1/1954,43.061936,141.3542924,May
False,5/6/1954,"Iwamizawa, Japan",1/1/1954,43.1959915,141.7761132,May
True,5/7/1954,"Obihiro, Japan",1/1/1954,42.923809,143.1966324,May
True,,"Kushiro, Japan",1/1/1954,42.9906837,144.3820381,
False,,"Nemuro, Japan",1/1/1954,43.3301154,145.5829068,
True,5/7/1954,"Muroran, Japan",1/1/1954,42.3152461,140.9740731,May
False,5/7/1954,"Urakawa, Japan",1/1/1954,42.1684998,142.7680974,May
False,5/1/1954,"Esashi, Japan",1/1/1954,41.8690714,140.1272235,May
True,5/3/1954,"Hakodate, Japan",1/1/1954,41.768793,140.729008,May
False,5/11/1954,"Kutchan, Japan",1/1/1954,42.901741,140.7590818,May
False,,"Monbetsu, Japan",1/1/1954,44.3565151,143.3545224,
False,,"Hiroo, Japan",1/1/1954,42.285532,143.3116162,
False,,"Shinjo, Japan",1/1/1954,38.7648577,140.3021449,
True,,"Aomori, Japan",1/1/1954,40.886943,140.590121,
False,4/24/1954,"Hachinohe, Japan",1/1/1954,40.5122388,141.4882959,April
True,4/17/1954,"Akita, Japan",1/1/1954,39.6898802,140.342608,April
True,4/19/1954,"Morioka, Japan",1/1/1954,39.7021331,141.1545397,April
False,4/16/1954,"Miyako, Japan",1/1/1954,39.6395835,141.9461177,April
False,4/11/1954,"Sakata, Japan",1/1/1954,38.9147229,139.8364101,April
True,4/13/1954,"Yamagata, Japan",1/1/1954,38.2553393,140.3400205,April
True,4/6/1954,"Sendai, Japan",1/1/1954,38.2677554,140.8691498,April
True,4/5/1954,"Fukushima, Japan",1/1/1954,37.75454,140.4592144,April
False,4/6/1954,"Shirakawa, Japan",1/1/1954,37.1263397,140.2107192,April
False,4/1/1954,"Onahama, Japan",1/1/1954,36.9383759,140.8977807,April
False,4/5/1954,"Wajima, Japan",1/1/1954,37.3905644,136.8994281,April
False,4/6/1954,"Aikawa, Japan",1/1/1954,35.532347,139.297795,April
True,4/8/1954,"Niigata, Japan",1/1/1954,37.6452283,138.7669125,April
True,4/1/1954,"Kanazawa, Japan",1/1/1954,36.5780499,136.6480247,April
True,4/4/1954,"Toyama, Japan",1/1/1954,36.6957569,137.2136215,April
True,4/7/1954,"Nagano, Japan",1/1/1954,36.1143945,138.0319015,April
False,4/4/1954,"Takada, Japan",1/1/1954,34.516288,135.7448226,April
True,4/2/1954,"Utsunomiya, Japan",1/1/1954,36.5549677,139.8828776,April
True,4/2/1954,"Fukui, Japan",1/1/1954,35.9263502,136.6068127,April
False,4/6/1954,"Takayama, Japan",1/1/1954,36.1396246,137.2510322,April
False,4/7/1954,"Matsumoto, Japan",1/1/1954,36.2382047,137.9687141,April
True,3/29/1954,"Maebashi, Japan",1/1/1954,36.3893418,139.0632826,March
True,3/30/1954,"Kumagaya, Japan",1/1/1954,36.1472472,139.3886141,March
True,4/1/1954,"Mito, Japan",1/1/1954,36.3657792,140.4713933,April
False,3/30/1954,"Tsuruga, Japan",1/1/1954,35.6445135,136.0734634,March
True,3/29/1954,"Gifu, Japan",1/1/1954,35.7867449,137.0460777,March
True,3/30/1954,"Nagoya, Japan",1/1/1954,35.1851045,136.8998438,March
False,4/3/1954,"Iida, Japan",1/1/1954,35.5147101,137.8219519,April
True,3/31/1954,"Kofu, Japan",1/1/1954,35.6652481,138.5710441,March
True,3/26/1954,"Choshi, Japan",1/1/1954,35.7345338,140.8272667,March
True,3/30/1954,"Tsu, Japan",1/1/1954,34.7341973,136.5153283,March
False,3/28/1954,"Hamamatsu, Japan",1/1/1954,34.7109786,137.7259431,March
True,3/27/1954,"Shizuoka, Japan",1/1/1954,34.979149,138.38299,March
True,3/26/1954,"Tokyo, Japan",1/1/1954,35.6828387,139.7594549,March
False,3/26/1954,"Owase, Japan",1/1/1954,34.0707815,136.1911394,March
True,3/26/1954,"Yokohama, Japan",1/1/1954,35.444991,139.636768,March
False,,"Tateyama, Japan",1/1/1954,34.9965304,139.8699838,
False,3/26/1954,"Oshima, Japan",1/1/1954,34.737515,139.400251,March
False,,"Miyakejima, Japan",1/1/1954,34.085378,139.521277314,
False,4/3/1954,"Hachijojima, Japan",1/1/1954,33.1024935,139.807693928,April
False,3/31/1954,"Saigo, Japan",1/1/1954,32.8728923,130.2439633,March
True,3/31/1954,"Matsue, Japan",1/1/1954,35.468115,133.048768,March
False,4/5/1954,"Yonago, Japan",1/1/1954,35.4276408,133.331459,April
True,4/1/1954,"Tottori, Japan",1/1/1954,35.3555075,133.8678525,April
False,4/2/1954,"Toyooka, Japan",1/1/1954,35.5446737,134.8201126,April
False,3/30/1954,"Maizuru, Japan",1/1/1954,35.4704853,135.34844,March
False,3/26/1954,"Hamada, Japan",1/1/1954,34.8991982,132.0799984,March
True,3/29/1954,"Kyoto, Japan",1/1/1954,35.021041,135.7556075,March
True,3/31/1954,"Hikone, Japan",1/1/1954,35.254276,136.215376,March
True,3/28/1954,"Hiroshima, Japan",1/1/1954,34.3916058,132.4518156,March
True,3/28/1954,"Okayama, Japan",1/1/1954,34.6553944,133.9194595,March
True,3/28/1954,"Kobe, Japan",1/1/1954,34.6932379,135.1943764,March
True,3/31/1954,"Osaka, Japan",1/1/1954,34.6198813,135.490357,March
False,3/27/1954,"Sumoto, Japan",1/1/1954,34.3389909,134.859985,March
True,3/21/1954,"Wakayama, Japan",1/1/1954,34.234617,135.1782181,March
False,,"Shionomisaki, Japan",1/1/1954,33.4377085,135.7549926,
True,3/27/1954,"Nara, Japan",1/1/1954,34.2963089,135.8816819,March
True,3/27/1954,"Matsuyama, Japan",1/1/1954,33.8395188,132.7653521,March
True,3/30/1954,"Takamatsu, Japan",1/1/1954,34.3425592,134.0465338,March
False,,"Uwajima, Japan",1/1/1954,33.2232315,132.5606514,
True,3/25/1954,"Kochi, Japan",1/1/1954,33.5680384,133.5394221,March
True,3/28/1954,"Tokushima, Japan",1/1/1954,34.0698307,134.5550353,March
True,3/28/1954,"Shimonoseki, Japan",1/1/1954,33.9577116,130.9415455,March
False,3/25/1954,"Izuhara, Japan",1/1/1954,34.2022882,129.288952,March
True,3/28/1954,"Fukuoka, Japan",1/1/1954,33.6251241,130.6180016,March
True,3/27/1954,"Saga, Japan",1/1/1954,33.2185408,130.1296585,March
True,3/27/1954,"Oita, Japan",1/1/1954,33.1819875,131.4270217,March
False,3/30/1954,"Fukue, Japan",1/1/1954,34.0471135,130.9156608,March
True,3/27/1954,"Nagasaki, Japan",1/1/1954,33.1154683,129.7874339,March
True,3/26/1954,"Kumamoto, Japan",1/1/1954,32.6450475,130.6341345,March
False,,"Nobeoka, Japan",1/1/1954,32.5823063,131.6649034,
True,3/31/1954,"Kagoshima, Japan",1/1/1954,31.5841689,130.543387,March
True,,"Miyazaki, Japan",1/1/1954,31.9076334,131.4204022,
False,,"Yakushima, Japan",1/1/1954,30.347925,130.524483244,
False,4/6/1954,"Tanegashima, Japan",1/1/1954,30.591848,130.995894840,April
True,1/21/1954,"Naze, Japan",1/1/1954,28.3934485,129.5337385,January
False,,"Yonaguni Island, Japan",1/1/1954,24.455595,122.987605976,
True,,"Ishigaki Island, Japan",1/1/1954,24.3618503,124.1543424,
True,,"Miyakojima, Japan",1/1/1954,24.813957,125.305578983,
False,,"Kumejima, Japan",1/1/1954,26.341139,126.789052891,
True,,"Naha, Japan",1/1/1954,26.2122345,127.6791452,
False,,"Nago, Japan",1/1/1954,26.5914524,127.9773062,
False,,"Iriomote Island, Japan",1/1/1954,24.3464015,123.839163649,
True,,"Minamidaitojima, Japan",1/1/1954,25.8423115,131.242871292,
True,5/17/1955,"Wakkanai, Japan",1/1/1955,45.4158108,141.6730309,May
False,5/13/1955,"Rumoi, Japan",1/1/1955,43.941029,141.6368171,May
True,5/9/1955,"Asahikawa, Japan",1/1/1955,43.7627501,142.3579263,May
True,5/18/1955,"Abashiri, Japan",1/1/1955,44.0206027,144.2732035,May
True,5/11/1955,"Sapporo, Japan",1/1/1955,43.061936,141.3542924,May
False,5/10/1955,"Iwamizawa, Japan",1/1/1955,43.1959915,141.7761132,May
True,5/10/1955,"Obihiro, Japan",1/1/1955,42.923809,143.1966324,May
True,,"Kushiro, Japan",1/1/1955,42.9906837,144.3820381,
False,,"Nemuro, Japan",1/1/1955,43.3301154,145.5829068,
True,5/18/1955,"Muroran, Japan",1/1/1955,42.3152461,140.9740731,May
False,5/11/1955,"Urakawa, Japan",1/1/1955,42.1684998,142.7680974,May
False,5/3/1955,"Esashi, Japan",1/1/1955,41.8690714,140.1272235,May
True,5/8/1955,"Hakodate, Japan",1/1/1955,41.768793,140.729008,May
False,5/19/1955,"Kutchan, Japan",1/1/1955,42.901741,140.7590818,May
False,,"Monbetsu, Japan",1/1/1955,44.3565151,143.3545224,
False,,"Hiroo, Japan",1/1/1955,42.285532,143.3116162,
False,,"Shinjo, Japan",1/1/1955,38.7648577,140.3021449,
True,,"Aomori, Japan",1/1/1955,40.886943,140.590121,
False,4/23/1955,"Hachinohe, Japan",1/1/1955,40.5122388,141.4882959,April
True,4/16/1955,"Akita, Japan",1/1/1955,39.6898802,140.342608,April
True,4/18/1955,"Morioka, Japan",1/1/1955,39.7021331,141.1545397,April
False,4/12/1955,"Miyako, Japan",1/1/1955,39.6395835,141.9461177,April
False,4/10/1955,"Sakata, Japan",1/1/1955,38.9147229,139.8364101,April
True,4/12/1955,"Yamagata, Japan",1/1/1955,38.2553393,140.3400205,April
True,4/11/1955,"Sendai, Japan",1/1/1955,38.2677554,140.8691498,April
True,4/9/1955,"Fukushima, Japan",1/1/1955,37.75454,140.4592144,April
False,4/11/1955,"Shirakawa, Japan",1/1/1955,37.1263397,140.2107192,April
False,4/3/1955,"Onahama, Japan",1/1/1955,36.9383759,140.8977807,April
False,4/7/1955,"Wajima, Japan",1/1/1955,37.3905644,136.8994281,April
False,4/8/1955,"Aikawa, Japan",1/1/1955,35.532347,139.297795,April
True,4/9/1955,"Niigata, Japan",1/1/1955,37.6452283,138.7669125,April
True,4/1/1955,"Kanazawa, Japan",1/1/1955,36.5780499,136.6480247,April
True,4/6/1955,"Toyama, Japan",1/1/1955,36.6957569,137.2136215,April
True,4/10/1955,"Nagano, Japan",1/1/1955,36.1143945,138.0319015,April
False,4/3/1955,"Takada, Japan",1/1/1955,34.516288,135.7448226,April
True,4/3/1955,"Utsunomiya, Japan",1/1/1955,36.5549677,139.8828776,April
True,4/1/1955,"Fukui, Japan",1/1/1955,35.9263502,136.6068127,April
False,4/10/1955,"Takayama, Japan",1/1/1955,36.1396246,137.2510322,April
False,4/8/1955,"Matsumoto, Japan",1/1/1955,36.2382047,137.9687141,April
True,3/29/1955,"Maebashi, Japan",1/1/1955,36.3893418,139.0632826,March
True,3/30/1955,"Kumagaya, Japan",1/1/1955,36.1472472,139.3886141,March
True,3/29/1955,"Mito, Japan",1/1/1955,36.3657792,140.4713933,March
False,3/28/1955,"Tsuruga, Japan",1/1/1955,35.6445135,136.0734634,March
True,3/27/1955,"Gifu, Japan",1/1/1955,35.7867449,137.0460777,March
True,3/29/1955,"Nagoya, Japan",1/1/1955,35.1851045,136.8998438,March
False,4/4/1955,"Iida, Japan",1/1/1955,35.5147101,137.8219519,April
True,3/29/1955,"Kofu, Japan",1/1/1955,35.6652481,138.5710441,March
True,3/25/1955,"Choshi, Japan",1/1/1955,35.7345338,140.8272667,March
True,3/31/1955,"Tsu, Japan",1/1/1955,34.7341973,136.5153283,March
False,3/27/1955,"Hamamatsu, Japan",1/1/1955,34.7109786,137.7259431,March
True,3/26/1955,"Shizuoka, Japan",1/1/1955,34.979149,138.38299,March
True,3/24/1955,"Tokyo, Japan",1/1/1955,35.6828387,139.7594549,March
False,3/21/1955,"Owase, Japan",1/1/1955,34.0707815,136.1911394,March
True,3/24/1955,"Yokohama, Japan",1/1/1955,35.444991,139.636768,March
False,,"Tateyama, Japan",1/1/1955,34.9965304,139.8699838,
False,,"Oshima, Japan",1/1/1955,34.737515,139.400251,
False,,"Miyakejima, Japan",1/1/1955,34.085378,139.521277314,
False,3/21/1955,"Hachijojima, Japan",1/1/1955,33.1024935,139.807693928,March
False,3/31/1955,"Saigo, Japan",1/1/1955,32.8728923,130.2439633,March
True,3/29/1955,"Matsue, Japan",1/1/1955,35.468115,133.048768,March
False,3/27/1955,"Yonago, Japan",1/1/1955,35.4276408,133.331459,March
True,3/29/1955,"Tottori, Japan",1/1/1955,35.3555075,133.8678525,March
False,4/1/1955,"Toyooka, Japan",1/1/1955,35.5446737,134.8201126,April
False,3/29/1955,"Maizuru, Japan",1/1/1955,35.4704853,135.34844,March
False,3/22/1955,"Hamada, Japan",1/1/1955,34.8991982,132.0799984,March
True,3/28/1955,"Kyoto, Japan",1/1/1955,35.021041,135.7556075,March
True,3/31/1955,"Hikone, Japan",1/1/1955,35.254276,136.215376,March
True,3/24/1955,"Hiroshima, Japan",1/1/1955,34.3916058,132.4518156,March
True,3/25/1955,"Okayama, Japan",1/1/1955,34.6553944,133.9194595,March
True,3/30/1955,"Kobe, Japan",1/1/1955,34.6932379,135.1943764,March
True,3/28/1955,"Osaka, Japan",1/1/1955,34.6198813,135.490357,March
False,3/30/1955,"Sumoto, Japan",1/1/1955,34.3389909,134.859985,March
True,3/30/1955,"Wakayama, Japan",1/1/1955,34.234617,135.1782181,March
False,,"Shionomisaki, Japan",1/1/1955,33.4377085,135.7549926,
True,3/27/1955,"Nara, Japan",1/1/1955,34.2963089,135.8816819,March
True,3/28/1955,"Matsuyama, Japan",1/1/1955,33.8395188,132.7653521,March
True,3/30/1955,"Takamatsu, Japan",1/1/1955,34.3425592,134.0465338,March
False,,"Uwajima, Japan",1/1/1955,33.2232315,132.5606514,
True,3/21/1955,"Kochi, Japan",1/1/1955,33.5680384,133.5394221,March
True,3/25/1955,"Tokushima, Japan",1/1/1955,34.0698307,134.5550353,March
True,3/24/1955,"Shimonoseki, Japan",1/1/1955,33.9577116,130.9415455,March
False,3/26/1955,"Izuhara, Japan",1/1/1955,34.2022882,129.288952,March
True,3/24/1955,"Fukuoka, Japan",1/1/1955,33.6251241,130.6180016,March
True,3/24/1955,"Saga, Japan",1/1/1955,33.2185408,130.1296585,March
True,3/25/1955,"Oita, Japan",1/1/1955,33.1819875,131.4270217,March
False,3/23/1955,"Fukue, Japan",1/1/1955,34.0471135,130.9156608,March
True,3/24/1955,"Nagasaki, Japan",1/1/1955,33.1154683,129.7874339,March
True,3/21/1955,"Kumamoto, Japan",1/1/1955,32.6450475,130.6341345,March
False,,"Nobeoka, Japan",1/1/1955,32.5823063,131.6649034,
True,3/29/1955,"Kagoshima, Japan",1/1/1955,31.5841689,130.543387,March
True,,"Miyazaki, Japan",1/1/1955,31.9076334,131.4204022,
False,,"Yakushima, Japan",1/1/1955,30.347925,130.524483244,
False,3/10/1955,"Tanegashima, Japan",1/1/1955,30.591848,130.995894840,March
True,1/27/1955,"Naze, Japan",1/1/1955,28.3934485,129.5337385,January
False,,"Yonaguni Island, Japan",1/1/1955,24.455595,122.987605976,
True,1/8/1955,"Ishigaki Island, Japan",1/1/1955,24.3618503,124.1543424,January
True,,"Miyakojima, Japan",1/1/1955,24.813957,125.305578983,
False,,"Kumejima, Japan",1/1/1955,26.341139,126.789052891,
True,,"Naha, Japan",1/1/1955,26.2122345,127.6791452,
False,,"Nago, Japan",1/1/1955,26.5914524,127.9773062,
False,1/7/1955,"Iriomote Island, Japan",1/1/1955,24.3464015,123.839163649,January
True,,"Minamidaitojima, Japan",1/1/1955,25.8423115,131.242871292,
True,5/12/1956,"Wakkanai, Japan",1/1/1956,45.4158108,141.6730309,May
False,5/8/1956,"Rumoi, Japan",1/1/1956,43.941029,141.6368171,May
True,5/7/1956,"Asahikawa, Japan",1/1/1956,43.7627501,142.3579263,May
True,5/9/1956,"Abashiri, Japan",1/1/1956,44.0206027,144.2732035,May
True,5/4/1956,"Sapporo, Japan",1/1/1956,43.061936,141.3542924,May
False,5/5/1956,"Iwamizawa, Japan",1/1/1956,43.1959915,141.7761132,May
True,5/5/1956,"Obihiro, Japan",1/1/1956,42.923809,143.1966324,May
True,,"Kushiro, Japan",1/1/1956,42.9906837,144.3820381,
False,,"Nemuro, Japan",1/1/1956,43.3301154,145.5829068,
True,5/8/1956,"Muroran, Japan",1/1/1956,42.3152461,140.9740731,May
False,5/7/1956,"Urakawa, Japan",1/1/1956,42.1684998,142.7680974,May
False,5/3/1956,"Esashi, Japan",1/1/1956,41.8690714,140.1272235,May
True,5/3/1956,"Hakodate, Japan",1/1/1956,41.768793,140.729008,May
False,5/13/1956,"Kutchan, Japan",1/1/1956,42.901741,140.7590818,May
False,5/5/1956,"Monbetsu, Japan",1/1/1956,44.3565151,143.3545224,May
False,,"Hiroo, Japan",1/1/1956,42.285532,143.3116162,
False,,"Shinjo, Japan",1/1/1956,38.7648577,140.3021449,
True,4/26/1956,"Aomori, Japan",1/1/1956,40.886943,140.590121,April
False,4/24/1956,"Hachinohe, Japan",1/1/1956,40.5122388,141.4882959,April
True,4/21/1956,"Akita, Japan",1/1/1956,39.6898802,140.342608,April
True,4/24/1956,"Morioka, Japan",1/1/1956,39.7021331,141.1545397,April
False,4/18/1956,"Miyako, Japan",1/1/1956,39.6395835,141.9461177,April
False,4/17/1956,"Sakata, Japan",1/1/1956,38.9147229,139.8364101,April
True,4/18/1956,"Yamagata, Japan",1/1/1956,38.2553393,140.3400205,April
True,4/16/1956,"Sendai, Japan",1/1/1956,38.2677554,140.8691498,April
True,4/14/1956,"Fukushima, Japan",1/1/1956,37.75454,140.4592144,April
False,4/16/1956,"Shirakawa, Japan",1/1/1956,37.1263397,140.2107192,April
False,4/12/1956,"Onahama, Japan",1/1/1956,36.9383759,140.8977807,April
False,4/13/1956,"Wajima, Japan",1/1/1956,37.3905644,136.8994281,April
False,4/14/1956,"Aikawa, Japan",1/1/1956,35.532347,139.297795,April
True,4/15/1956,"Niigata, Japan",1/1/1956,37.6452283,138.7669125,April
True,4/10/1956,"Kanazawa, Japan",1/1/1956,36.5780499,136.6480247,April
True,4/13/1956,"Toyama, Japan",1/1/1956,36.6957569,137.2136215,April
True,4/14/1956,"Nagano, Japan",1/1/1956,36.1143945,138.0319015,April
False,4/13/1956,"Takada, Japan",1/1/1956,34.516288,135.7448226,April
True,4/10/1956,"Utsunomiya, Japan",1/1/1956,36.5549677,139.8828776,April
True,4/9/1956,"Fukui, Japan",1/1/1956,35.9263502,136.6068127,April
False,4/19/1956,"Takayama, Japan",1/1/1956,36.1396246,137.2510322,April
False,4/15/1956,"Matsumoto, Japan",1/1/1956,36.2382047,137.9687141,April
True,4/6/1956,"Maebashi, Japan",1/1/1956,36.3893418,139.0632826,April
True,4/4/1956,"Kumagaya, Japan",1/1/1956,36.1472472,139.3886141,April
True,4/9/1956,"Mito, Japan",1/1/1956,36.3657792,140.4713933,April
False,4/4/1956,"Tsuruga, Japan",1/1/1956,35.6445135,136.0734634,April
True,3/31/1956,"Gifu, Japan",1/1/1956,35.7867449,137.0460777,March
True,3/29/1956,"Nagoya, Japan",1/1/1956,35.1851045,136.8998438,March
False,4/6/1956,"Iida, Japan",1/1/1956,35.5147101,137.8219519,April
True,3/29/1956,"Kofu, Japan",1/1/1956,35.6652481,138.5710441,March
True,3/29/1956,"Choshi, Japan",1/1/1956,35.7345338,140.8272667,March
True,4/3/1956,"Tsu, Japan",1/1/1956,34.7341973,136.5153283,April
